"ICPC1";"ICPC2";"dis1";"dis2";"goldstandard";"CUI1";"dpsA";"CUI2";"dpsB"
"F92";"R84";"cataract";"Lung Neoplasms + Carcinoma, Lewis Lung + Carcinoma, Non-Small-Cell Lung + Carcinoma, Small Cell";"INVALID";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]";"C0348343";"[100302142,10087,1012,10179,1029,10397,10568,1113,11186,1440,1474,1540,1571,1612,1645,1728,1845,1956,2023,2026,2067,2254,2260,2272,23028,2305,2309,23532,23603,238,25878,26227,2696,2729,27436,29108,2946,2950,29968,324,3280,332,356,3570,3576,3586,3688,374,3799,3815,3845,3956,406913,406937,406988,407021,407031,4193,4233,4312,4318,4320,4504,4609,467,4780,4826,4854,5021,5052,5223,5243,54458,5478,55743,558,55829,57099,5744,5829,5894,59082,5925,6009,6098,6236,6240,6385,6472,6648,6774,6855,693223,7015,7039,7157,7262,7345,7422,79887,81037,8202,841,8434,847,9180,928,931,9510,972,9817,107,11228,1152,121256,1284,1387,169044,1993,201229,2033,2045,22982,23314,26047,2899,2918,3398,3642,429,4297,4610,551,55605,57088,5728,57683,6597,6657,7161,8570,862,9353,9425,9699,9774,10476,10961,1553,196,213,226,2791,2810,2909,2956,301,3028,308,3148,3265,3315,335,3726,4000,4437,4921,4968,5290,5530,55783,5604,5921,6440,6654,673,6794,688,7018,7270,7409,7508,822,8314,84444,8626,8743,8890,8893,9582,1326,2064,3659,5002,5071,5519,9940,23405]"
"K92";"R84";"Intermittent Claudication + Embolism + Thrombosis + Raynaud's Disease";"Lung Neoplasms + Carcinoma, Lewis Lung + Carcinoma, Non-Small-Cell Lung + Carcinoma, Small Cell";"INVALID";"C0497252";"[10019,3717,4352,54790,5627,7066,7157,811,875,11277,189,7148,8518,10269,368,4000,10461,2147,2153,2155,2161,25974,2621,4018,5277,5327,5328,5624,10533,1317,1489,1508,1571,1756,183,196,2170,22827,2597,2628,26762,2950,29952,3146,3458,351,355,3553,3557,3569,3605,384,3875,3958,4023,406967,4255,4524,4613,468,4780,4843,5443,5621,5950,596,613,6418,6647,6648,6649,6678,6915,7124,7139,831,847,9131,9474,959,998,153090,1543,3106,3593,6945,2068,2071,2072,2073,2941,348,3988,4846,50485,5265,9365,23095,26119,338,3949,5979,6390,6392,6772,7428,2629,4091,2944,2952,3440,6335]";"C0348343";"[100302142,10087,1012,10179,1029,10397,10568,1113,11186,1440,1474,1540,1571,1612,1645,1728,1845,1956,2023,2026,2067,2254,2260,2272,23028,2305,2309,23532,23603,238,25878,26227,2696,2729,27436,29108,2946,2950,29968,324,3280,332,356,3570,3576,3586,3688,374,3799,3815,3845,3956,406913,406937,406988,407021,407031,4193,4233,4312,4318,4320,4504,4609,467,4780,4826,4854,5021,5052,5223,5243,54458,5478,55743,558,55829,57099,5744,5829,5894,59082,5925,6009,6098,6236,6240,6385,6472,6648,6774,6855,693223,7015,7039,7157,7262,7345,7422,79887,81037,8202,841,8434,847,9180,928,931,9510,972,9817,107,11228,1152,121256,1284,1387,169044,1993,201229,2033,2045,22982,23314,26047,2899,2918,3398,3642,429,4297,4610,551,55605,57088,5728,57683,6597,6657,7161,8570,862,9353,9425,9699,9774,10476,10961,1553,196,213,226,2791,2810,2909,2956,301,3028,308,3148,3265,3315,335,3726,4000,4437,4921,4968,5290,5530,55783,5604,5921,6440,6654,673,6794,688,7018,7270,7409,7508,822,8314,84444,8626,8743,8890,8893,9582,1326,2064,3659,5002,5071,5519,9940,23405]"
"N74";"R84";"Brain Neoplasms + Meningeal Neoplasms";"Lung Neoplasms + Carcinoma, Lewis Lung + Carcinoma, Non-Small-Cell Lung + Carcinoma, Small Cell";"INVALID";"C0497549";"[100316847,100415894,100415895,1029,1030,1116,11170,11200,1181,1182,1184,1233,137196,1657,1755,2064,2247,2260,23187,23362,23512,2495,2668,2950,3020,3105,3106,3107,338030,3417,347,3592,3593,3925,4041,404685,4192,4255,4436,4602,4603,4638,4683,4763,482,4914,4915,4916,51750,5347,546,5468,55294,55717,5728,5743,5894,6098,648,6528,6647,6696,673,675,7015,7037,7124,7153,7157,7494,7515,8358,847,8493,8743,90,9211,9444,1021,10397,1475,1476,1501,1508,1513,182,1848,1950,1956,2195,22909,2335,23462,23476,2355,26136,27030,2952,2956,3014,3091,324,3280,3440,346288,3553,3558,3576,3714,3845,4072,4194,4233,4292,4313,4318,4609,4851,4853,4854,5071,51341,51426,5290,5292,5371,5378,5395,5747,590,6046,7048,7052,7422,7490,8216,8425,8434,8553,861,864,8842,928,9611,10460,1555,1562,2261,4792,5447,6867,2048,5864,5970,65998,7248,7249,79759,83546,9274,2130,5444,5727,6608,3418,51684,6598]";"C0348343";"[100302142,10087,1012,10179,1029,10397,10568,1113,11186,1440,1474,1540,1571,1612,1645,1728,1845,1956,2023,2026,2067,2254,2260,2272,23028,2305,2309,23532,23603,238,25878,26227,2696,2729,27436,29108,2946,2950,29968,324,3280,332,356,3570,3576,3586,3688,374,3799,3815,3845,3956,406913,406937,406988,407021,407031,4193,4233,4312,4318,4320,4504,4609,467,4780,4826,4854,5021,5052,5223,5243,54458,5478,55743,558,55829,57099,5744,5829,5894,59082,5925,6009,6098,6236,6240,6385,6472,6648,6774,6855,693223,7015,7039,7157,7262,7345,7422,79887,81037,8202,841,8434,847,9180,928,931,9510,972,9817,107,11228,1152,121256,1284,1387,169044,1993,201229,2033,2045,22982,23314,26047,2899,2918,3398,3642,429,4297,4610,551,55605,57088,5728,57683,6597,6657,7161,8570,862,9353,9425,9699,9774,10476,10961,1553,196,213,226,2791,2810,2909,2956,301,3028,308,3148,3265,3315,335,3726,4000,4437,4921,4968,5290,5530,55783,5604,5921,6440,6654,673,6794,688,7018,7270,7409,7508,822,8314,84444,8626,8743,8890,8893,9582,1326,2064,3659,5002,5071,5519,9940,23405]"
"K89";"R84";"ischemic attack, transient";"Lung Neoplasms + Carcinoma, Lewis Lung + Carcinoma, Non-Small-Cell Lung + Carcinoma, Small Cell";"INVALID";"C0917805";"[10019,2022,2717,3717,4352,50485,54790,5654,7066,7157,811,94,4854,51816,134,27429,3611,54205,572,57447,6647,6648,718,842,1512,22891,3060,3119,3123,4221,4340,5032,7292]";"C0348343";"[100302142,10087,1012,10179,1029,10397,10568,1113,11186,1440,1474,1540,1571,1612,1645,1728,1845,1956,2023,2026,2067,2254,2260,2272,23028,2305,2309,23532,23603,238,25878,26227,2696,2729,27436,29108,2946,2950,29968,324,3280,332,356,3570,3576,3586,3688,374,3799,3815,3845,3956,406913,406937,406988,407021,407031,4193,4233,4312,4318,4320,4504,4609,467,4780,4826,4854,5021,5052,5223,5243,54458,5478,55743,558,55829,57099,5744,5829,5894,59082,5925,6009,6098,6236,6240,6385,6472,6648,6774,6855,693223,7015,7039,7157,7262,7345,7422,79887,81037,8202,841,8434,847,9180,928,931,9510,972,9817,107,11228,1152,121256,1284,1387,169044,1993,201229,2033,2045,22982,23314,26047,2899,2918,3398,3642,429,4297,4610,551,55605,57088,5728,57683,6597,6657,7161,8570,862,9353,9425,9699,9774,10476,10961,1553,196,213,226,2791,2810,2909,2956,301,3028,308,3148,3265,3315,335,3726,4000,4437,4921,4968,5290,5530,55783,5604,5921,6440,6654,673,6794,688,7018,7270,7409,7508,822,8314,84444,8626,8743,8890,8893,9582,1326,2064,3659,5002,5071,5519,9940,23405]"
"K84";"R95";"bundle-branch block + heart arrest + cardiomegaly + pericardial effusion + heart block";"pulmonary disease, chronic obstructive";"INVALID";"C0178273";"[10008,3458,3630,3757,3762,54539,6331,7124,7259,801,10060,10290,10587,10616,11155,1376,137735,1410,1440,150094,153,154,1674,1756,1829,1832,1956,2070,2194,2218,2274,22845,27034,27063,2720,2876,28976,3030,3032,3033,355,356,3688,3728,3910,3920,4000,4306,4566,4607,4624,4625,472,4878,4879,51086,5350,5428,54344,55759,5663,5664,58,5879,5894,5973,6261,6389,6392,6444,64651,6584,6648,6901,70,7112,7134,7137,7139,7168,7169,7170,7273,7350,7414,7840,8048,8557,88,948,9531,1028,10539,10984,1193,1374,1375,147,1489,150,152,1543,1545,156,1571,183,1906,196,207,2200,2247,2301,23409,23523,2517,2548,26,2621,26229,2626,2629,26503,2932,3043,3066,3074,3077,3091,3162,3270,3357,3479,3481,3553,3606,3709,3764,3784,3930,3976,4015,406991,4088,4502,4629,4638,4668,4669,4758,4846,488,4881,51025,51422,51548,5191,5264,5294,5337,5338,5443,5465,5467,5563,5578,5579,5592,5696,59,5972,6236,6464,6517,6714,6774,7042,7043,7046,7048,7220,7276,7351,7547,8076,84676,857,859,894,93649,9469,9495,9927,4089,5327,5373,5743,5784,10216,4210,7132,111,116,135,142,1431,1432,1559,178,191,2056,2239,2318,23224,2395,25782,2632,2719,2778,2934,2997,3082,3257,3329,3336,3418,3425,35,3552,3565,3569,359,3756,3939,4023,411,4217,4512,4594,467,4720,4729,4973,50717,5095,5096,5164,54968,5502,551,554,5581,5594,5595,5600,57381,57724,6023,624,6443,7066,7097,7466,7504,7533,788,847,873,9049,9499,9896,9997,10516,10891,1149,1277,1278,1401,1437,1490,1536,155,1636,1675,1837,185,2053,213,23095,2316,23411,2628,2641,2660,2697,27035,2717,2879,2920,3039,3040,3084,31,325,3315,341,3423,368,4511,4513,4514,4519,4535,4540,4541,4556,4558,4567,4572,4574,4575,4577,4578,4591,47,478,4843,487,498,5037,50507,5054,5105,5167,5170,51738,5351,5444,5468,5573,5577,5609,5617,56729,5741,5742,5950,5979,6223,6390,6548,6647,6649,7018,7167,7422,7428,7450,7486,7498,79071,8204,90226,9370,9518,9719,10555,11019,11186,11222,1340,1352,1738,2184,2273,22868,23417,23493,2353,25821,25915,26580,27235,29078,291,3028,3106,3265,3593,37,4609,4633,4634,4635,4694,4709,4715,4719,4722,4723,4724,4726,4763,4830,51103,51204,514,5250,55572,5604,5605,5781,58498,6016,617,6341,6654,673,6902,6945,7157,8036,10560,11232,1161,1387,1482,151648,2006,2033,2074,2100,2303,23522,2623,2767,2992,3052,3145,3360,3759,3827,3845,4508,4536,4538,4539,4893,4986,4987,54795,54805,5922,6125,6135,6138,6154,6165,6201,6204,6218,6229,6231,6234,6235,6324,6338,6340,6655,7148,7200,775,8216,846,11216,1071,11231,1291,1292,1293,1471,1557,1811,1908,2313,2668,2688,2869,3090,3240,338,3383,345,348,4018,429,4353,4524,4852,5048,5290,5445,5589,5728,627,6272,6347,6401,6558,7412,7531,875,8929,1244,126393,146862,1535,3065,328,407040,4363,4689,4968,522,5515,567,5683,57104,5739,5880,5916,6508,6696,6925,7054,7076,8841,8927,9294,1281,3431,5156,59272,7040,6581,6583,1760,23171,2702,6910,776,1824,2010,23529,26119,2771,287,3753,3949,5318,6330,79188,9244,9992,189,4534,29119,8815,650,7248,7249,51604,6336,4509,50484]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"K86";"R95";"hypertension";"pulmonary disease, chronic obstructive";"INVALID";"C0497248";"[10019,10052,10058,10269,10451,1071,10806,10911,10928,11020,111,11255,1161,118,1187,1215,1277,1281,1285,1286,1287,1371,1395,1401,1490,150,153,1535,1536,1543,156,1584,1585,1586,1589,1636,1813,183,1847,185,186,1889,1906,1908,1909,1956,196,2006,2056,2072,2074,210,213,2160,2161,2200,221357,2243,2263,22897,2294,22954,2301,2328,23327,2335,2353,23607,246,2475,2538,2542,26,26119,26146,26160,26249,2641,2643,2697,2701,2702,27020,27031,27130,2717,27241,2729,27347,2740,2778,2784,2796,2811,2876,2908,2920,2932,2952,2953,2982,301,3091,3145,3162,3240,3290,3291,335,3357,338,3383,3425,3479,348,348932,3553,3569,358,3630,3636,367,3717,3725,3758,3762,3779,3816,3827,389036,3949,3952,3953,3972,4000,4015,4023,4057,4069,4088,4089,4158,4190,4306,4313,4318,4363,4511,4512,4513,4514,4519,4535,4540,4541,4556,4558,4566,4567,4572,4574,4575,4577,4578,4582,4615,4627,4629,4638,475,476,4763,477,4830,4843,4846,486,4867,4878,4879,4881,490,492,4973,4982,5020,50485,5054,5076,50940,51057,51083,5139,5167,51752,51816,5327,5340,5346,5443,54585,5465,5468,5473,54903,5506,551,55212,5566,5573,5580,5592,5624,567,5728,5741,5743,582,583,585,59,59272,596,5970,5972,5979,5997,6198,624,63036,6337,6338,6340,6347,6403,65125,65266,6530,653361,6558,6559,659,6647,6648,6649,6786,6794,6869,7040,7042,7043,7046,7048,7052,7066,7076,7099,7124,7157,7168,7200,7222,7224,7349,7351,7369,7412,7421,7428,7450,7490,775,776,781,7840,796,8076,811,8195,8452,847,8481,84876,8490,8516,8518,857,8622,8639,866,875,8870,9049,9101,9149,9351,9370,94,9445,948,9657,9935,9943]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"D98";"R95";"Cholecystitis + cholelithiasis";"pulmonary disease, chronic obstructive";"INVALID";"C0267853";"[100126309,10062,1174,123264,1244,132,1432,152518,1581,1582,1593,1728,1958,200931,2243,2271,23600,26061,26160,27031,27248,2920,3295,335,3383,3479,3569,3576,3643,406884,406891,4069,406920,406961,406965,407000,407012,407019,407055,4189,442905,4780,4843,4853,494323,494326,5054,51014,5122,51473,5173,5265,5443,5603,56521,567,5962,5970,617,6354,644,6615,6653,6731,693121,7124,7376,7412,7905,79876,80270,84068,84216,8647,8714,9002,93664,9420,9652,9742,9924,9962,9963,9971,10483,1760,2235,226,286,3043,3098,326,374569,5213,5244,5313,5824,669,6899,7167,7390,1277,3694,3880,50615,7042,7076,9076,2022,2658,2821,4089,410,94,2778,3156,64241,885]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"K75";"R95";"myocardial infarction";"pulmonary disease, chronic obstructive";"INVALID";"C0155626";"[10019,100233226,10891,1152,1158,134,1385,1390,140,153090,1593,1636,1649,183,19,2056,2099,2147,2153,2162,221458,221692,26119,2626,2678,2717,2729,2730,2932,3106,3146,3240,3291,3309,338,3383,3440,348,3553,3557,3569,3586,3593,3690,3717,375056,3816,3939,3949,3957,4000,4023,4049,4306,4313,4318,4352,440823,4625,4627,472,4843,4846,4878,4973,5069,51330,5139,5167,5327,5328,53345,5350,54790,55759,5581,5687,581,59,596,5972,598,6285,6402,64805,6647,6648,6945,7040,7056,7077,7124,7137,7157,7292,7416,7486,7804,811,8204,8315,836,847,8525,8678,875,3920,51119]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"K83";"R95";"heart valve disease";"pulmonary disease, chronic obstructive";"INVALID";"C0497246";"[10000,10516,1278,1410,175,1837,2006,2200,2201,2316,23590,26608,2717,2969,29995,3425,3984,4000,4088,51085,5296,5428,5982,6197,6885,7043,7461,8642,867,894,9031,9469,9569,11167,1277,1281,1490,2301,23118,2335,4015,4629,4638,4878,4879,5592,59,7040,7042,7046,7048,7076,8076,9702,11285,1591,27031,2720,28952,4053,4089,4851,54880,60,7026,7450,9719,9897,1280,1289,1290,2332,26229,3265,368,3845,4054,50951,5351,5781,5894,6497,673,7148,875,2294,27130,30008]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"F92";"R95";"cataract";"pulmonary disease, chronic obstructive";"INVALID";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"K80";"R95";"Ventricular Premature Complexes/ Atrial Premature Complexes";"pulmonary disease, chronic obstructive";"INVALID";"C0003811";"[10560,11232,1161,1374,1376,1387,1482,151648,1636,1674,1756,183,1906,2006,2033,2074,2100,2239,2273,2303,23224,23522,25821,2623,2697,2717,2719,2767,2879,2992,3052,3077,3145,3265,3360,3757,3759,3827,3845,3920,4000,4508,4514,4519,4535,4536,4538,4539,4540,4541,4556,4566,4567,4624,4625,4893,4986,4987,5095,5096,5191,5264,54795,54805,54968,5502,551,5743,5781,5894,5922,6016,6125,6135,6138,6154,6165,6201,6204,6218,6223,6229,6231,6234,6235,6324,6331,6338,6340,6654,6655,673,6901,7148,7200,7273,775,8216,846,859,10008,3458,3630,3762,54539,7124,7259,801,1832,2056,23171,3753,3764,3784,5328,6336,6640,9992,10021,23493,3752,55800,781,783,7871,1837,23118,2702,287,3741,3782,4088,463,4846,4878,4879,51086,51422,5350,5396,6401,6660,7450,7478,84909,857,858,9631,5443,10345,1829,29119,3728,4633,6262,7139,7168,788,8048,805,808,8260,845,10142,6330,10451,1371,1813,196,2203,23095,2328,2641,2778,2796,3172,3767,3952,3972,51083,5498,590,5979,6261,6335,6343,6390,6391,6392,667,6833,6927,7253,7351,7428,7432,7555,8518,8942,11216,1584,1586,2395,10911,11188,1129,134,1392,1543,1565,1907,1908,2752,2771,3350,4922,51601,5173,5617,6863,6869,776,7849,1282,5728,5830,8815,1576,1760,6910,1824,23479,2556,4221,5318,779,7043,189,2010,4534,54884,2548,4511,4512,4513,4558,4572,4574,4575,4577,4578,650,7248,7249,4509,50484,80067]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"D89";"R95";"hernia, inguinal";"pulmonary disease, chronic obstructive";"INVALID";"C0019294";"[10020,10243,10265,10516,1146,1277,1278,1280,1281,1289,1290,1836,1855,2006,2146,2239,2245,2260,23314,23384,23483,23545,23729,25836,2588,25942,26608,268,269,2719,2720,2741,2969,2990,29940,30008,3339,3423,3425,3643,367,3670,3984,4088,411,4125,4621,4758,4853,4854,4920,51360,5295,5351,5352,538,5422,54487,54968,5826,5831,5832,5982,6197,6899,6926,7042,7043,7048,7317,7461,7474,7518,8214,8220,8260,8425,8450,8481,8626,871,875,8905,9031,9509,9569,9791,9968,9993]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"B80";"R95";"Anemia, Iron-Deficiency";"pulmonary disease, chronic obstructive";"INVALID";"C0162316";"[164656,3043,355,356,4891,5825,6647,6794,7037,843,10265,7018,2022,2658,3039,3040,3045,3047,4089,546,5696,6609,7454,7456,94,212,22,23729,51095,9663,1670]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"D90";"R95";"Diaphragmatic hernia";"pulmonary disease, chronic obstructive";"INVALID";"C3489393";"[23384,25836,538,5832,7043,7148,9640,1080,183,1906,1909,1910,2006,2247,23414,2626,2627,2697,3170,3202,3213,3383,3479,3481,3569,362,3737,3745,3778,4036,4846,4878,64220,6439,6440,652,6586,7026,7040,7055,7067,7068,7080,7124,7345,7412,7490,8817,84942]";"C0034067";"[10516,11005,1548,2006,2052,2200,2717,30008,3162,3694,4000,4313,4318,4321,5265,6890,6891,6892,7040,7124,7248,7249,8425]"
"F92";"R96";"cataract";"Asthma";"INVALID";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]";"C0004096";"[100,10111,1041,108,1080,10806,11005,11127,11251,117,117156,134430,142,149628,154,1728,1767,1786,1906,2068,217,222256,22806,2312,240,282617,29119,2944,2950,30009,3115,3117,3119,3123,3135,3162,3176,3291,3371,3383,3423,3553,3557,3565,3567,3593,3596,374,383,384,387129,3880,3977,4318,4319,4589,4602,4791,4843,4852,51131,5142,5144,5184,5238,5328,5515,55876,5728,582,5830,585,596,6037,632,6347,6352,6356,6647,6701,6888,7040,7078,7124,7356,7422,7840,7941,8195,841,847,85480,8989,90865,9173,929,94103,9547,987,1015,55714,5742,5743,8924,10631,10800,1232,2206,4056,57105,5732,5739,6915,117187]"
